"default,""student"",""balance"",""income"""
0,0,876.474860305473,39499.2768099668
0,1,580.351481416073,17624.1589132222
0,0,560.297082198125,28419.3543789813
0,1,364.173414588991,21487.644097097
0,0,898.89572800124,41268.312610849
0,1,705.930232147799,19891.3037808484
0,0,846.419381894194,36115.7620857935
0,0,813.364070539993,44707.6770312609
0,0,528.882015990961,44538.5514600982
0,0,1486.20106810863,51021.6143568027
0,0,696.465751345071,37599.6201297167
0,1,1775.58170109373,13735.1908717439
0,0,319.60236937232,53135.3670426105
0,0,879.035415033513,52945.8189085451
0,1,421.957264818512,21744.9742361818
0,0,449.312927967573,47494.4324934018
0,0,611.179743925803,38712.3942626891
0,0,461.75210433955,37617.0436674515
0,1,1478.60087988669,13375.0157233804
0,0,1105.46742506561,32371.4011676102
0,1,734.459199314855,17619.4871763725
0,0,583.307443674091,37118.8306627309
0,0,456.710814525515,21892.177211324
1,0,1750.25315038805,51578.9401632488
0,0,879.624128238925,33682.1861575423
1,0,1515.60623850741,48688.5120858599
0,0,13.9444746256728,31071.6342873547
0,1,776.544280000297,14229.7281237904
0,1,865.906315848438,18064.243987294
0,1,692.356317768419,18689.0521414683
0,0,415.76825935316,38425.7594997553
0,0,1765.9908949866,47642.4221201503
0,0,1391.03387680895,53255.0211240433
0,0,0,53946.2336524856
0,1,826.741212842474,18856.9000299931
0,0,896.721924827569,48703.4129743348
0,1,1635.17512227273,13518.9306215118
0,0,453.648232351194,32178.6221698724
0,0,789.551178485739,30777.8389985845
0,1,905.142369281084,13485.5142357004
0,0,1439.11879366717,20187.7876921826
0,0,1092.53077482295,43482.7882015413
0,1,871.750774173528,14247.9468496142
0,0,991.335394429677,44445.5789158122
0,1,1294.50040763618,25687.3260499738
0,1,180.620128036497,20975.5604951023
0,0,755.432800695292,14455.8653647921
0,0,876.119027014223,37668.3667878908
0,1,933.332024817394,26051.3983197067
0,0,908.315933521783,21287.9424874118
0,0,218.417559204658,25401.1331213124
0,1,915.439827443333,16624.3391107753
1,0,2202.46239490796,47287.2571079624
0,0,173.249171660872,30697.2450619626
0,1,770.01574072709,13684.7899518481
0,0,739.418017847965,40656.9514480558
0,0,623.526118935649,59441.3099813585
0,0,418.848345433837,36901.7833281202
0,0,533.229465181374,39393.5424772748
0,0,95.296974128368,32359.3890284286
0,1,1453.00593207303,15933.0021109819
0,0,352.644414031465,39404.7443664762
0,1,736.2389354625,14107.9939653376
0,0,1306.4845722752,41224.6250242432
0,0,1149.14562717899,45194.7946620784
0,0,703.226890721538,57679.2791425179
0,1,1360.80043541238,18864.3084886679
0,0,31.4450805447328,53287.3503013149
0,0,988.214458069386,48570.3634566327
0,0,360.019073584363,23927.5466133912
0,0,647.483528619273,33226.2775446785
0,1,0,9816.78943755756
0,0,445.241819216304,31974.6245068978
0,1,878.542064501041,17496.7414821956
0,1,335.834118576172,21759.8702696952
0,0,666.608881434336,30438.4688266267
0,0,813.876647019864,40737.4597766098
0,0,836.300071623191,54607.1787395438
0,0,967.48268368178,33055.1102723298
1,1,2205.79952114829,14271.492252976
0,1,1258.18521914431,11672.2220033397
0,0,1239.80169908455,40107.1722104231
0,1,0,13760.2984556873
0,1,927.887732263607,22473.3796109537
0,1,1390.03078251892,21299.0992265335
0,0,410.497704767954,53471.2136303255
0,0,73.0765421846567,30681.7375351468
0,0,790.59775924737,45303.1033141261
0,0,789.49509698382,32579.9002059474
0,0,791.360422078743,46319.2361190854
0,0,479.042378990356,37255.8803342804
0,0,888.613272550212,28899.7917513637
0,0,1284.38636050636,42831.9546193997
0,1,712.276351280275,23341.9502302432
0,1,1290.62016864921,18408.0490819608
0,0,126.362685399057,44280.9297885654
0,0,779.376257695651,61158.8851121863
0,0,697.490957463777,49476.759599281
0,0,606.974613548306,43610.0330173371
0,1,1802.90333355739,21411.4239490249
0,0,900.085332597499,41276.5631894987
0,0,966.280287968092,33440.9792997775
0,0,671.061359639164,35689.1118739108
0,0,171.559115959856,23505.9927713232
0,0,1482.48030006315,45260.6115977848
0,0,640.662751732473,46464.5659322762
0,1,706.161027541986,18078.3517921729
1,1,1774.69422305776,20359.5060855671
0,0,916.49931692309,25768.4074467213
0,0,1271.2708123604,36053.5029503061
0,0,110.572909811983,47339.1087511931
0,0,1747.25888152959,37819.2890860198
1,0,1889.59918976304,48956.1715885681
0,0,27.2013946505765,21051.8401259701
0,0,746.229775057391,35159.8502288788
1,1,1899.3906258472,20655.2000032624
0,1,813.994565525349,20391.5289481713
0,0,335.568144733179,51258.4442299621
0,0,510.23759315638,60397.7186486948
0,1,1005.16130555577,24038.6520433118
0,1,162.454451086564,13241.7520600759
0,0,932.533155682331,50537.4656484602
0,1,893.330467612275,11905.6817925484
0,0,1332.78256352571,44495.1627629054
0,0,1404.38306945215,35043.1060286742
0,1,1148.96513915926,16578.1921184729
0,0,368.223425720545,57596.8258431935
0,0,449.466628769273,45950.6667238686
0,0,820.017112578423,51584.6573183834
0,1,619.751868575593,15750.6220834222
0,0,1047.71812400961,46416.9709942419
0,0,243.84132832576,47193.8881309706
0,0,186.500386931495,45430.5502710943
0,0,1422.01848757576,38224.0315214972
0,0,383.798659005674,61425.286388114
0,0,1159.43509608859,45802.1049386909
0,0,882.99191255185,17181.7379663818
0,0,1463.23289161086,65457.8541875824
0,1,1722.35584628315,19311.4229408044
0,1,773.921861257735,14558.9121383835
0,0,958.169418468988,32816.2847956415
0,0,1207.53273014951,68037.5751261777
0,0,1056.6108304963,30546.6010343774
0,0,117.642483931776,46550.2672705963
0,0,596.964119237004,58088.3604512649
0,0,0,47729.6257581971
0,1,541.662755324457,16335.7034406021
0,0,1119.17830341806,45020.0191217013
0,1,810.320936469835,20498.66581411
0,0,271.55143774701,32850.1201448079
0,0,1114.40323650428,47714.0221084582
0,0,867.030828053565,33540.9799848111
0,1,1176.7894016772,17632.712103849
0,0,610.227818661398,42465.3629640684
0,0,272.615661715535,55449.3386406402
0,0,449.735085836859,49643.4264416677
0,1,827.767209400324,10673.5262253922
0,0,430.000099449901,33925.2195976742
0,0,0,31825.7649719215
0,1,1557.34463668228,18404.594189222
0,0,928.236966261476,33722.1589415677
0,0,1373.45016328929,49101.7982141897
0,1,951.072907499984,18601.5332374944
0,1,1292.21086850542,23065.850975377
0,0,582.188700706555,24760.7957330564
0,0,554.107811535592,30357.0259771625
0,0,891.317898050276,43945.0416541409
0,0,464.836333095802,27324.8996870729
0,1,563.542661100162,24082.0393441031
1,0,1530.35315714612,30003.8171511159
0,0,990.567026186295,41690.2526225589
0,0,590.399786498762,42769.2038801219
0,1,715.164109574279,21153.5110081716
0,0,1540.37772667771,41852.0784358238
0,0,1243.32651840828,41639.6803816334
0,1,235.328499908876,20909.7047538096
0,0,528.254323170427,49394.340774526
0,0,592.25389562288,30731.201603129
0,0,705.204971986239,42683.187243286
0,0,456.515643990607,48195.7758370754
0,1,470.717574652806,18052.1049990983
0,1,1503.07512985524,10600.4135403235
0,0,1362.96559540383,44217.9160352291
0,0,908.77157368794,45032.8459851152
0,1,1096.82027214515,16148.0600066064
0,0,369.221942475653,47835.0910453142
0,0,673.399899046348,50256.2902118721
0,0,1038.50000752153,51173.1413763774
0,0,0,28762.9237797484
0,0,527.194086573308,32431.1182596039
0,0,817.469336816105,32974.4273524307
0,1,1549.04275451742,19702.293205826
0,1,566.713789351631,11853.9531668182
0,0,1496.05646487591,24935.9187420962
0,0,862.656656416651,42844.8340023417
0,0,1259.14941789257,31263.641081672
0,0,1025.03883303162,43510.0496378576
0,1,703.277787102737,14793.7426766893
0,1,1082.39149734589,15175.3612149216
0,0,910.449023533628,44054.9164232696
0,1,996.543862160796,16995.6604049481
0,0,353.778226008973,58514.3180764772
0,1,782.71082750063,13300.2974683438
0,0,1716.59541824424,51056.8682867977
0,1,502.898638357521,15153.965762645
0,0,1033.46846850523,59203.9676630271
0,0,0,34925.3654101008
0,1,1087.08349936833,19263.7695817024
0,0,1047.24424881394,43899.7592451193
0,0,1056.92735252411,38367.8679465264
0,1,979.224424632862,26010.8878031666
0,1,847.818706253068,15978.633625651
0,0,781.77128476306,50958.7905135708
0,1,402.488886825952,15904.0559208087
0,0,204.740181714577,17534.2905392742
0,1,2022.67464324227,18336.74316845
0,0,748.937063784024,44186.6177602638
0,0,838.275687752419,35917.4906102388
0,0,386.016049290846,44694.0309570293
0,0,812.399296525647,49623.1009820914
0,1,1809.92656439359,6985.13594539539
0,0,0,30360.5489438194
0,1,1328.18380411907,24688.4737209337
0,1,1464.93604882699,26716.6863746825
0,0,1200.56513764739,39718.6926569602
0,0,989.686419964429,27856.5770606696
0,0,870.734579925775,35539.2702158304
0,1,1200.84739001594,19849.8314129485
0,1,1428.83204736141,23204.6814610386
0,0,0,33951.2887259244
0,1,359.458866537597,21783.2694913357
0,0,265.683949786655,40862.7540056257
0,0,1027.77053169201,44406.83691434
0,0,729.047433497618,35042.1329969977
0,0,1042.80491991389,25867.1477168844
0,0,230.230587898767,37875.614823143
0,0,367.466012183201,30611.2722706897
0,1,737.70535394131,20863.7996686999
0,0,18.2612853635445,30349.460422935
0,0,1257.76020889191,30834.7713682736
0,0,455.521513206303,40907.3983537652
0,0,56.9675603504705,35458.4815614207
0,1,723.931985299722,12213.0371368412
0,0,612.383157677443,41379.7678082606
0,1,1220.1776056907,15308.1270712607
0,0,1222.34769171407,32363.3710505847
0,0,1165.49113814696,47684.2194497489
1,0,1642.81999663825,46856.947039092
0,0,944.173560017781,56088.6837995041
0,0,749.608003900673,41423.9411731786
0,0,370.375186777666,31231.0078371514
1,0,1991.64912011299,42133.3731759574
0,0,773.915226576855,44562.3381169342
0,1,817.249811262394,20480.88705606
0,0,1060.71621967666,50260.4643659169
1,0,1550.44926441315,56273.5136083638
0,1,454.466962212937,15092.439307714
0,1,1256.23932541513,17784.5589437522
0,0,1484.39539297524,36731.3086949029
0,1,1050.47732793251,12661.6116309912
0,0,986.40061892638,45430.4722089423
0,0,717.341926951688,44266.3765401792
0,0,692.143222681582,47038.0903196941
1,0,1328.89272521776,34710.0623657107
0,0,673.468191056081,32930.0693612804
0,0,218.639297043088,48991.3953793342
0,0,1218.16696582374,43954.2774856976
0,1,13.5168025503509,19322.5450270524
0,1,531.478699850065,21726.558972624
0,0,165.53815169523,33436.4557377411
0,1,1351.84972233302,25890.5039884998
0,0,107.282083049617,54143.9627498165
0,0,947.193571380436,35604.117192781
0,1,434.560259226125,14812.6452403767
0,0,1020.06724048864,37458.8792492482
0,0,662.305318022324,31597.8976165624
0,1,754.420612920964,20767.6830202616
0,0,289.489575693364,44412.8951033074
0,0,198.038409229701,36270.9381202214
0,1,516.060491676575,16615.0219627607
0,0,697.563808989791,41755.3981466578
0,1,502.324783467779,16947.4229346552
0,1,1459.68708304516,15575.419233378
0,0,716.998722689295,34418.2602228491
0,1,1037.97270501782,18324.0300568905
0,0,673.016117196098,29735.9615970911
0,0,371.921784701252,41099.7724418194
0,0,89.1349579572228,55604.6075315396
0,0,1273.28018105912,40895.2827703241
0,0,600.723302967373,18680.516769028
0,0,905.038164636789,40711.7988982471
0,0,1061.44156214448,54437.0103173027
0,0,1672.63924830477,46334.7877633441
0,1,883.702645600325,19750.0940028726
0,0,373.780330004006,53936.2417769944
0,0,1287.79518693788,52382.6647043692
0,0,1229.74257147896,48739.9273906526
0,1,510.613846954321,22457.0517475138
0,0,775.630168716812,27205.8573938823
0,0,1152.98288688657,50206.5769341591
0,1,1303.66258970167,7986.00033583452
0,0,1675.27885173207,28244.5034750868
0,0,398.277733044632,30001.7950602906
0,1,739.901759396798,25023.8738564122
0,0,226.417696514023,32018.7136305149
0,0,1217.32171213419,25173.6196080491
0,0,639.820558249208,29902.0019867792
0,1,883.166976880327,12717.4922312992
0,0,2.2876109529974,38186.5242727915
0,0,419.637347665869,55967.9931672653
0,1,1544.14024986831,11102.5347437309
0,0,1101.01501795199,32153.0135926701
1,0,1700.59991348658,30488.9834104565
0,0,311.82458686811,48301.0596601046
0,0,442.830222252675,55074.1308290001
0,0,728.81496006121,17909.5810715927
0,0,278.877902520137,37188.6683650846
0,0,758.702327534491,36625.9895523394
0,0,620.339679439371,22803.7410338396
0,1,1890.16741147529,18402.4648845956
0,0,0,28951.4518951572
0,1,1329.19884221594,23184.0155485336
0,0,1075.86377237476,44128.6282564037
0,0,618.527509222818,54956.9905446621
0,0,1111.0865758202,27466.8936820066
0,0,864.039743518541,45881.9302056307
0,0,895.229809614619,48512.4556411759
0,1,954.030433688608,21908.5271562436
0,0,947.634932740896,46813.5163080957
0,0,267.303727744013,23117.9286733782
0,1,1366.8057832287,23913.2088013083
0,0,624.731883509283,38325.1737553638
0,0,13.67938266968,25221.6376687793
0,0,785.866485650099,44778.0157756766
0,1,1353.09384569505,18933.4961949702
0,0,480.32126391483,25553.2628515188
0,0,0,29507.3132469218
0,1,1221.97124290595,17916.8560894888
0,1,1184.93652302344,25108.756711813
0,1,478.572055604816,27512.3448997584
0,0,221.690461893355,34786.1013515581
0,0,578.387621687668,41054.1386619277
0,1,1361.45843240672,19576.9571319919
0,1,977.848095602787,19731.9609897188
0,0,1184.42524488153,36887.439966855
1,1,1118.70103943078,21848.4429000063
1,0,1119.09724476071,37224.5678135129
0,0,776.349979307366,31329.4848506225
0,0,1322.29709108436,51792.4023687088
0,0,878.026457591946,27438.585115052
0,0,1268.37951467727,16921.1808790391
0,0,0,32611.3730692625
0,0,0,37262.5740938171
0,1,366.786957314063,25833.0630989749
0,0,747.561036377875,39898.7690858912
0,0,1787.285143726,37499.0935479677
0,1,1929.44698025845,14995.4921684901
0,0,987.14289095702,27961.3196085338
0,1,856.357368420521,20758.2146891725
0,0,1101.14970709405,18153.8443165945
0,0,704.184519980701,31515.9816788054
0,0,555.623436676053,40837.7316360849
0,0,1073.49826059844,44764.1105476201
0,0,1126.2230230127,32842.6523719603
0,1,649.773318564214,15708.2963812027
0,0,977.657620997298,43743.4967298485
0,0,1049.88996420613,42637.5110638279
0,1,1383.5663330639,15764.345875927
0,1,1095.46573957961,14065.1675680038
0,0,1089.3717909992,30224.5961304622
0,0,605.220968306144,21792.3215199717
0,0,1033.88539901665,49262.0453292257
0,0,1604.72055375478,38186.9850695393
0,0,826.327025939312,24679.715044052
0,1,1176.14682328504,16670.6807862768
0,1,1275.02319938737,19937.0980337404
0,1,1290.28314005644,23538.9441422913
0,0,1133.47419931933,51414.4959558752
0,0,837.412566855277,37400.4928845625
0,1,379.082166688415,18280.3670338005
0,1,1134.16627849803,12453.3635924034
0,0,0,39120.0847898987
0,0,1491.17480280474,59394.3830781267
0,1,1695.35958565634,9582.94189712211
0,0,705.57332763872,54589.2398684094
0,0,239.193366265676,33743.2265524886
0,1,1183.71064142778,12428.6145139245
0,0,898.761838912064,38267.08157841
0,1,1524.29040044934,11719.5934790985
0,0,777.023737418038,35115.0185512798
0,0,1394.79581919528,26074.9343643672
0,1,0,20476.1557245306
0,0,62.5715751601826,47946.7670938155
1,0,1981.45181538436,28127.8954733126
0,0,514.054034777825,50053.261925801
0,0,722.788038958828,53714.186065152
0,0,152.866304156592,33716.8640608
0,0,293.184772853638,35390.2875967122
0,0,0,38613.6204965308
0,1,645.36685722913,17878.3643114477
0,1,1515.15283305045,26046.7720831097
0,1,767.439505481761,18846.4892212338
0,1,491.879747053414,21715.226298099
0,0,0,41389.4352722328
0,0,0,34589.4880601879
0,0,509.155164105994,40132.6592071943
0,1,965.587370085486,16440.0996975194
0,1,1868.54007230747,20489.5981077627
0,0,403.49720580419,41803.7781625719
0,0,593.14362506876,37670.9350241925
0,0,0,44547.8655465918
0,0,742.290015884451,39367.1933081303
0,1,1110.10045653192,13013.6105672136
0,0,771.551295297819,49440.4012944686
0,0,624.338891497583,42492.7530686958
0,1,499.957229779348,22884.9525653222
0,0,1088.63752037344,60650.0361323175
0,0,1556.49192796768,49669.6688731681
0,1,797.084335731408,23558.6830823662
0,0,415.99250259786,38215.6780429903
0,1,538.232681166002,26833.0396297828
0,1,1181.93470239963,21086.0820079429
0,1,836.020688627074,9271.78992423107
0,0,104.443215077792,46928.0054911712
0,0,564.209478577945,53196.6230194221
0,1,804.53940215468,25091.4607662506
0,0,1028.95364023327,21218.3035199452
0,0,748.746583667659,8983.85690177194
0,0,66.6320807349912,28735.9741149412
0,0,452.802228898258,48034.2377125974
0,1,798.460510113667,27724.0657528508
0,1,1941.90292814168,23467.126966094
0,0,1446.10101191515,22996.4323020653
0,0,761.064098290519,61580.034125346
0,0,1350.17272835748,43147.4555837922
0,0,380.950200559961,36943.3619940607
0,1,1602.84960709395,15906.466797439
0,0,147.61011548848,37588.5626099252
0,0,0,36283.0801271054
0,1,733.072512376335,18818.1673820965
0,1,1082.74797626804,26096.3370339348
0,0,779.657300310476,40804.4757033746
0,0,1308.52917152034,57190.8748728432
0,0,507.065032012892,42753.1919155811
0,0,197.327265397348,24562.119655863
0,1,819.834292040018,16412.9970215885
0,0,0,57003.5937659082
0,0,1489.78033181431,30296.6104370113
0,0,581.520818602129,53100.5724783833
0,1,286.291564637705,19553.6356059805
0,0,371.865220141344,45949.9142067639
0,1,992.780221091888,16585.3242820471
0,1,758.13852355797,23758.5776345545
0,0,1174.19490858526,35533.4845189991
0,1,1196.09826443678,23851.2213915256
0,0,613.231402434956,34664.5713252985
0,0,968.972340284544,33763.1902797405
0,1,1151.29871640683,14384.7670811016
0,0,848.702739852829,35192.8388667608
0,1,989.090770148173,20262.0219405694
0,0,92.7406629973356,40722.5906489062
0,0,1654.93417536157,33179.7839229244
0,0,212.497928709852,53619.4757063793
0,0,73.8932348303483,44308.9054028973
0,0,692.15523399331,37592.2608516004
0,0,957.583962212343,40315.7728375368
0,0,69.023877541276,41566.5820708201
0,0,1394.12544339822,42921.017077944
0,0,1317.86646809989,36610.8861107082
0,0,602.096395581271,53553.7224709536
0,0,430.11822118801,41105.2876346529
0,0,211.983028197665,33448.2447835816
0,0,544.143145637753,33861.5539040239
0,1,943.843064280149,16701.7830932761
1,0,1412.19244842734,37283.0081014143
0,0,1416.44476989919,33099.4968843458
0,0,193.283164669805,37376.6497130654
0,0,857.23644841428,67124.0570892684
0,0,1132.07848219228,29715.3049436
0,0,1489.3570273597,37758.4128863958
0,0,1527.35932473709,33923.5287652524
0,1,1427.04938367718,18268.5268315544
0,0,964.863037287274,43744.9833544683
0,0,326.15092990097,32919.9710526922
0,0,866.299668540652,65931.951109459
0,0,626.160154224477,34007.9083467236
0,0,836.192864603416,43275.1452255696
0,0,826.558020541498,44371.747340566
0,0,102.122522558306,33300.1875216945
0,0,1609.29703093561,52752.9684251831
0,1,140.455621890314,11179.4978592832
0,0,1147.98069460388,20766.3950725174
0,0,855.292565736026,35749.0327861947
0,0,1682.20185616143,36366.9912912394
0,0,689.820773571356,30304.7803009091
0,0,1706.04630524722,32900.7114384092
0,0,479.521909132235,43743.6223126641
0,1,765.363356845999,11976.408494525
0,0,894.329102865568,45250.7303099136
0,0,993.647092771748,26768.9566762714
0,1,378.49251967355,18659.7721270352
0,1,576.065007536312,13536.6090365199
1,1,2113.62976138136,21100.7217870678
0,0,542.6962061198,40996.2123286467
0,1,493.629546126545,20500.2126317106
0,0,0,29322.6313944581
0,0,1185.5812526407,47782.4971306183
0,1,1719.87111940058,22431.8580010025
0,0,495.750069071721,44361.3911905098
0,0,533.894154434264,33785.7461367448
0,0,150.142705477658,38610.3773141685
0,1,1298.90149315481,14975.264926979
0,0,957.238959913911,57698.4082232021
0,0,836.933291572557,51031.9398320695
0,1,1400.70282406811,23083.2601589174
0,0,857.329141983597,25742.1737665286
0,0,876.765555277728,49291.1665644759
0,0,979.316714853783,27534.9121409756
0,1,491.704320814421,8352.20898846706
0,0,1621.7116428388,37970.4740221371
0,0,643.61550941031,44251.0158829684
0,1,343.798638052777,19971.7762095045
1,0,1711.16909322993,18579.1024704064
0,0,1170.02740630312,33332.6257830801
0,1,638.204399721592,14641.383733897
0,1,1457.83941086875,18496.9320583648
0,0,383.860154972825,31749.6784240199
0,0,618.031682935868,44419.5476702595
0,0,565.218299871113,29015.7240563929
0,0,290.145958733314,32862.5552897116
0,1,576.944278840372,22800.8670501164
0,0,633.127115560167,54034.3550059018
0,1,1350.62900231003,11854.9844393708
0,1,893.558271644587,23033.8122137051
0,1,895.318965804225,20869.355939084
0,0,1470.57249106757,44490.321073276
0,0,789.256511246828,43835.3402744718
0,0,218.769004560376,52074.6627185221
0,1,531.693802744842,15794.5816061376
0,1,1268.53785480677,21336.8901013062
0,0,0,34040.3129149758
0,0,1046.56286488318,26555.4889385252
0,0,389.992175159101,29032.1126978627
0,0,642.234627903716,35800.0838167837
0,0,391.989952172087,35012.8696092424
0,0,1483.68901084985,58310.5123479193
0,1,438.57477088502,17439.1149542308
0,0,897.861693678463,47557.5240974682
0,0,0,41693.3858354334
0,1,776.639070176992,15338.8886029457
0,0,112.470708913449,34320.0261502942
0,0,634.477775997833,56726.1200096328
0,0,791.94749610165,47886.5232680271
0,0,1088.28530583846,43134.5314123793
0,1,2018.35853570806,15472.8495805739
0,0,1470.6352731309,40080.214746584
0,1,611.208896633182,19733.2518009617
0,0,1117.08002839593,42388.4155540623
0,0,1589.99091896711,42268.2798533658
0,0,0,57898.4151586563
0,0,636.238668216172,39172.3633653161
0,1,714.397171134248,17412.7179760367
0,1,946.779603881376,12881.4021094055
0,0,108.056775837302,41840.3258124129
0,0,816.888352751253,52492.3459447917
0,0,5.88381627957153,45840.4724566522
0,0,761.75063431318,13889.1325349332
0,1,1173.7813429519,15823.8054768027
0,0,1418.47537255722,38034.1444323705
0,1,864.357126766229,10484.7705038946
0,1,1101.16009199422,14307.0010845492
0,0,0,46615.6980277052
0,0,0,43782.2558593837
0,0,582.317221802386,29239.8460732045
0,0,369.050487595412,38418.8665205537
0,0,966.051877458136,10174.7298015834
0,0,399.445615081295,54329.9229320772
0,0,51.8884865930952,41839.1733870635
0,0,460.879415522297,40046.0293272785
0,0,1139.0127276922,36958.5780108845
0,0,707.573102936183,48790.4022479433
0,1,1034.60315139143,18614.037496336
0,0,118.869800099736,42823.5719634177
0,1,461.004340791417,15554.0297650627
0,0,1057.27499998475,42731.876409648
0,0,1035.48588062782,41714.3737690575
0,0,1010.27951299617,34188.9846488206
0,0,0,41199.7993550432
0,0,656.023725381919,36349.436988707
0,0,539.137500807565,23561.4305215043
0,0,1377.46206134276,49406.072701575
0,1,1322.14599591033,21272.5759430238
0,1,1393.58949068025,23261.8632426465
0,0,1324.0139835537,45114.740311117
0,0,1020.52955729319,35652.6634579727
0,0,2033.54023491605,41629.2372883968
0,0,888.642912599117,19942.6028703941
0,0,1350.1162674817,39555.962310795
1,1,1936.06186248878,13377.8288411616
0,1,1406.91736397007,16427.1007755423
0,0,282.838124549013,29478.1380100909
0,0,601.082571361275,25319.3660998709
0,1,1639.42660841751,14682.7766583761
0,1,48.528095875895,16647.3061614762
0,0,324.504531784576,51139.8768545561
0,1,886.401507936787,13995.8895892463
0,0,967.441573778468,51674.4193685904
0,0,711.737607680277,45419.8819421071
0,0,1547.8807897846,50638.3395897593
0,1,1200.59444464954,13772.9891155444
0,0,0,45201.1287123812
0,0,1454.98158871843,43821.2213471973
0,0,355.442338612803,46147.517874115
0,0,0,46927.7844526087
0,0,0,49784.3363547474
0,0,282.865313074855,39961.0398249001
0,0,303.7151176961,29048.0352380344
0,0,157.763001571446,36206.2856905703
0,0,300.000466508024,41189.4522010561
0,0,463.982072534495,43330.5524368375
0,0,1654.23495626913,39580.1297092869
0,0,762.57449743267,45526.8947859781
0,1,1887.88171576879,21901.1824969382
0,0,1206.26349180131,34621.7733090617
0,1,247.653103614015,20444.7524326315
0,0,576.796119948856,39209.8328678459
0,1,1214.40830614039,18055.2384673481
0,0,987.745528266879,40243.6200175724
0,1,1257.01612997428,19247.9006122535
0,0,524.085618869391,40319.1181371203
0,1,1236.20709180902,23364.0486787434
0,0,1008.67500060109,68610.4120555314
0,1,1474.77960459732,17382.4673857923
0,0,772.375314624076,36997.3367352005
0,0,701.552593711794,39526.5771906576
0,0,0,28798.0399729688
0,1,1165.89551137885,14969.287247901
0,0,0,28226.557953656
0,0,1429.22104820795,40564.8863059473
0,1,806.669235669924,17359.6747587048
0,0,528.089315636181,46389.3406847376
